招录机关名称	招录职位名称	招录职位编码	缴费状况（缴费人数与招录名额的比例区间）
攀枝花市仁和区	行政审批管理	26203062	< 5:1
攀枝花市仁和区	办公室综合管理	26203065	< 5:1
攀枝花市仁和区	社保综合管理	26203066	< 5:1
攀枝花市仁和区	财政支付管理	26203073	< 5:1
攀枝花市仁和区	财政绩效管理	26203074	< 5:1
攀枝花市仁和区	业务岗位（一）	26203075	< 5:1
攀枝花市仁和区	业务岗位（二）	26203076	< 5:1
攀枝花市仁和区	业务岗位（三）	26203077	≥ 5:1 且 < 30:1
攀枝花市仁和区	业务岗位（四）	26203078	≥ 5:1 且 < 30:1
米易县	纪检监察	26203079	≥ 5:1 且 < 30:1
米易县	综合事务	26203080	< 5:1
米易县	综合事务	26203081	< 5:1
米易县	财务管理	26203082	< 5:1
米易县	医政医管	26203083	≥ 5:1 且 < 30:1
米易县	安全监管	26203084	< 5:1
米易县	综合事务	26203085	< 5:1
米易县	财务管理	26203086	< 5:1
米易县	文秘	26203087	< 5:1
米易县	植物检疫保障	26203088	< 5:1
米易县	文秘	26203089	< 5:1
米易县	信息管理	26203090	< 5:1
米易县	综合事务	26203097	< 5:1
米易县	综合事务	26203098	< 5:1
米易县	综合事务	26203099	< 5:1
米易县	综合事务	26203100	< 5:1
盐边县	就业创业服务	26203101	< 5:1
盐边县	社保征缴	26203102	< 5:1
盐边县	统计普查	26203103	< 5:1
盐边县	植物检疫	26203104	< 5:1
盐边县	支付核算	26203105	< 5:1
盐边县	国土资源管理执法	26203106	< 5:1
盐边县	国土资源管理执法	26203107	< 5:1
盐边县	项目管理	26203113	< 5:1
盐边县	项目管理	26203114	< 5:1
泸州市江阳区	工作人员	26204001	≥ 5:1 且 < 30:1
泸州市江阳区	工作人员	26204004	≥ 30:1 且 < 50:1
泸州市江阳区	工作人员	26204005	< 5:1
泸州市江阳区	工作人员	26204006	< 5:1
泸州市江阳区	工作人员	26204007	≥ 5:1 且 < 30:1
泸州市江阳区	工作人员	26204008	≥ 5:1 且 < 30:1
泸州市龙马潭区	工作人员	26204009	< 5:1
泸州市龙马潭区	工作人员	26204010	≥ 5:1 且 < 30:1
泸州市龙马潭区	工作人员	26204011	≥ 5:1 且 < 30:1
泸州市龙马潭区	工作人员	26204012	< 5:1
泸州市纳溪区	工作人员	26204013	≥ 5:1 且 < 30:1
泸州市纳溪区	工作人员	26204014	≥ 30:1 且 < 50:1
泸州市纳溪区	工作人员	26204015	< 5:1
泸州市纳溪区	工作人员	26204016	≥ 5:1 且 < 30:1
泸州市纳溪区	工作人员	26204017	≥ 5:1 且 < 30:1
泸州市纳溪区	工作人员	26204018	< 5:1
泸州市纳溪区	工作人员	26204019	< 5:1
泸州市纳溪区	工作人员	26204020	< 5:1
泸州市纳溪区	工作人员	26204021	≥ 5:1 且 < 30:1
泸县	工作人员	26204022	≥ 5:1 且 < 30:1
泸县	工作人员	26204025	≥ 5:1 且 < 30:1
泸县	工作人员	26204026	< 5:1
泸县	工作人员	26204027	< 5:1
泸县	工作人员	26204028	< 5:1
泸县	工作人员	26204029	< 5:1
泸县	工作人员	26204030	< 5:1
泸县	工作人员	26204031	< 5:1
泸县	工作人员	26204032	< 5:1
泸县	工作人员	26204033	≥ 5:1 且 < 30:1
泸县	工作人员	26204034	< 5:1
合江县	工作人员	26204035	≥ 5:1 且 < 30:1
合江县	工作人员	26204036	< 5:1
合江县	工作人员	26204037	≥ 5:1 且 < 30:1
合江县	工作人员	26204038	< 5:1
合江县	工作人员	26204039	< 5:1
合江县	工作人员	26204040	< 5:1
合江县	工作人员	26204041	≥ 5:1 且 < 30:1
合江县	工作人员	26204042	< 5:1
合江县	工作人员	26204043	< 5:1
合江县	工作人员	26204044	< 5:1
合江县	工作人员	26204045	< 5:1
合江县	工作人员	26204046	< 5:1
合江县	工作人员	26204047	< 5:1
合江县	工作人员	26204048	< 5:1
合江县	工作人员	26204049	< 5:1
合江县	工作人员	26204050	< 5:1
合江县	工作人员	26204051	< 5:1
叙永县	工作人员	26204052	< 5:1
叙永县	工作人员	26204053	≥ 5:1 且 < 30:1
叙永县	工作人员	26204054	< 5:1
叙永县	工作人员	26204055	< 5:1
叙永县	工作人员	26204056	≥ 5:1 且 < 30:1
叙永县	工作人员	26204057	≥ 5:1 且 < 30:1
叙永县	工作人员	26204058	< 5:1
叙永县	工作人员	26204059	≥ 5:1 且 < 30:1
叙永县	工作人员	26204060	< 5:1
叙永县	工作人员	26204064	< 5:1
叙永县	工作人员	26204065	< 5:1
叙永县	工作人员	26204066	< 5:1
叙永县	工作人员	26204067	< 5:1
叙永县	工作人员	26204068	< 5:1
叙永县	工作人员	26204069	< 5:1
叙永县	工作人员	26204070	< 5:1
叙永县	工作人员	26204071	< 5:1
叙永县	工作人员	26204072	< 5:1
叙永县	工作人员	26204073	≥ 5:1 且 < 30:1
叙永县	工作人员	26204074	≥ 5:1 且 < 30:1
叙永县	工作人员	26204075	≥ 5:1 且 < 30:1
叙永县	工作人员	26204076	≥ 5:1 且 < 30:1
古蔺县	工作人员	26204077	< 5:1
古蔺县	工作人员	26204078	≥ 5:1 且 < 30:1
古蔺县	工作人员	26204079	< 5:1
古蔺县	工作人员	26204080	< 5:1
古蔺县	工作人员	26204081	< 5:1
古蔺县	工作人员	26204086	< 5:1
古蔺县	工作人员	26204087	< 5:1
古蔺县	工作人员	26204088	< 5:1
古蔺县	工作人员	26204089	< 5:1
古蔺县	工作人员	26204090	< 5:1
古蔺县	工作人员	26204091	< 5:1
古蔺县	工作人员	26204092	< 5:1
古蔺县	工作人员	26204093	< 5:1
古蔺县	工作人员	26204094	< 5:1
古蔺县	工作人员	26204095	< 5:1
古蔺县	工作人员	26204096	< 5:1
古蔺县	工作人员	26204097	< 5:1
古蔺县	工作人员	26204098	< 5:1
古蔺县	工作人员	26204099	< 5:1
古蔺县	工作人员	26204100	< 5:1
古蔺县	工作人员	26204101	< 5:1
古蔺县	工作人员	26204102	< 5:1
古蔺县	工作人员	26204103	< 5:1
古蔺县	工作人员	26204104	< 5:1
古蔺县	工作人员	26204105	< 5:1
古蔺县	工作人员	26204106	< 5:1
古蔺县	工作人员	26204107	< 5:1
古蔺县	工作人员	26204108	< 5:1
德阳市派驻县级生态环境局机关（一）	工作人员	26205009	< 5:1
德阳市派驻县级生态环境局机关（二）	工作人员	26205010	≥ 5:1 且 < 30:1
德阳市绵竹生态环境局（一）	工作人员	26205011	< 5:1
德阳市绵竹生态环境局（二）	工作人员	26205012	< 5:1
德阳市旌阳区	综合管理	26205026	< 5:1
德阳市旌阳区	综合管理	26205027	≥ 5:1 且 < 30:1
德阳市旌阳区	综合管理	26205028	< 5:1
德阳市旌阳区	综合管理	26205029	≥ 5:1 且 < 30:1
德阳市旌阳区	综合管理	26205030	< 5:1
德阳市旌阳区	综合管理	26205031	< 5:1
德阳市旌阳区	综合管理	26205032	< 5:1
德阳市旌阳区	综合管理	26205033	< 5:1
德阳市旌阳区	综合管理	26205036	< 5:1
德阳市旌阳区	综合管理	26205037	< 5:1
德阳市旌阳区	综合管理	26205038	< 5:1
德阳市旌阳区	综合管理	26205041	< 5:1
德阳市旌阳区	综合管理	26205042	≥ 5:1 且 < 30:1
德阳市旌阳区	综合管理	26205043	< 5:1
德阳市旌阳区	综合管理	26205044	≥ 5:1 且 < 30:1
德阳市旌阳区	综合管理	26205050	< 5:1
德阳市旌阳区	综合管理	26205051	< 5:1
德阳市旌阳区	综合管理	26205052	≥ 5:1 且 < 30:1
德阳市旌阳区	综合管理	26205053	< 5:1
德阳市旌阳区	综合管理	26205054	≥ 5:1 且 < 30:1
德阳市旌阳区	综合管理	26205055	< 5:1
德阳市旌阳区	综合管理	26205056	< 5:1
德阳市旌阳区	综合管理	26205057	< 5:1
德阳市旌阳区	综合管理	26205058	< 5:1
德阳市旌阳区	综合管理	26205059	< 5:1
德阳市旌阳区	综合管理	26205060	< 5:1
德阳市罗江区	业务岗位	26205061	< 5:1
德阳市罗江区	业务岗位	26205062	< 5:1
德阳市罗江区	业务岗位	26205063	< 5:1
德阳市罗江区	业务岗位	26205064	< 5:1
德阳市罗江区	业务岗位	26205065	< 5:1
德阳市罗江区	业务岗位	26205066	< 5:1
德阳市罗江区	业务岗位	26205067	< 5:1
德阳市罗江区	业务岗位	26205068	< 5:1
德阳市罗江区	业务岗位	26205069	< 5:1
德阳市罗江区	业务岗位	26205070	< 5:1
德阳市罗江区	业务岗位	26205071	≥ 5:1 且 < 30:1
德阳市罗江区	业务岗位	26205072	< 5:1
德阳市罗江区	业务岗位	26205073	< 5:1
德阳市罗江区	业务岗位	26205074	≥ 5:1 且 < 30:1
德阳市罗江区	业务岗位	26205075	< 5:1
德阳市罗江区	业务岗位	26205076	< 5:1
德阳市罗江区	业务岗位	26205077	< 5:1
德阳市罗江区	业务岗位	26205080	< 5:1
德阳市罗江区	业务岗位	26205081	< 5:1
德阳市罗江区	业务岗位	26205082	< 5:1
德阳市罗江区	业务岗位	26205083	< 5:1
德阳市罗江区	业务岗位	26205086	< 5:1
德阳市罗江区	业务岗位	26205087	< 5:1
德阳市罗江区	业务岗位	26205088	< 5:1
德阳市罗江区	业务岗位	26205089	< 5:1
广汉市	工作人员	26205090	< 5:1
广汉市	工作人员	26205091	< 5:1
广汉市	工作人员	26205092	< 5:1
广汉市	工作人员	26205093	≥ 5:1 且 < 30:1
广汉市	工作人员	26205094	< 5:1
广汉市	工作人员	26205095	< 5:1
广汉市	工作人员	26205096	< 5:1
广汉市	工作人员	26205101	≥ 5:1 且 < 30:1
广汉市	工作人员	26205102	< 5:1
广汉市	工作人员	26205103	< 5:1
广汉市	工作人员	26205107	< 5:1
广汉市	工作人员	26205108	< 5:1
广汉市	工作人员	26205111	< 5:1
广汉市	工作人员	26205112	< 5:1
广汉市	工作人员	26205113	< 5:1
广汉市	工作人员	26205114	≥ 5:1 且 < 30:1
广汉市	工作人员	26205115	< 5:1
广汉市	工作人员	26205116	< 5:1
广汉市	工作人员	26205117	≥ 30:1 且 < 50:1
广汉市	工作人员	26205118	< 5:1
广汉市	工作人员	26205119	< 5:1
广汉市	工作人员	26205120	< 5:1
什邡市	工作人员	26205121	≥ 5:1 且 < 30:1
什邡市	工作人员	26205122	< 5:1
什邡市	工作人员	26205123	≥ 5:1 且 < 30:1
什邡市	工作人员	26205124	< 5:1
什邡市	工作人员	26205136	< 5:1
什邡市	工作人员	26205143	< 5:1
什邡市	工作人员	26205144	≥ 5:1 且 < 30:1
什邡市	工作人员	26205145	< 5:1
什邡市	工作人员	26205146	< 5:1
什邡市	工作人员	26205147	< 5:1
什邡市	工作人员	26205148	≥ 5:1 且 < 30:1
绵竹市	综合岗位	26205149	≥ 5:1 且 < 30:1
绵竹市	业务岗位	26205150	< 5:1
绵竹市	业务岗位	26205151	< 5:1
绵竹市	业务岗位	26205153	< 5:1
绵竹市	业务岗位	26205154	< 5:1
绵竹市	业务岗位	26205155	< 5:1
绵竹市	综合岗位	26205156	< 5:1
绵竹市	业务岗位	26205157	< 5:1
绵竹市	综合岗位	26205158	< 5:1
绵竹市	业务岗位	26205159	< 5:1
绵竹市	综合岗位	26205160	< 5:1
绵竹市	综合岗位	26205161	< 5:1
绵竹市	业务管理	26205162	< 5:1
绵竹市	业务岗位	26205163	≥ 5:1 且 < 30:1
中江县	综合管理	26205164	< 5:1
中江县	综合管理	26205165	< 5:1
中江县	综合管理	26205166	< 5:1
中江县	综合管理	26205167	< 5:1
中江县	财务管理	26205168	< 5:1
中江县	综合管理	26205169	< 5:1
中江县	综合管理	26205170	< 5:1
中江县	财务管理	26205171	< 5:1
中江县	综合管理	26205175	< 5:1
中江县	综合管理	26205176	< 5:1
中江县	综合管理	26205177	< 5:1
中江县	综合管理	26205178	< 5:1
中江县	综合管理	26205179	< 5:1
中江县	综合管理	26205180	< 5:1
中江县	综合管理	26205182	< 5:1
中江县	综合管理	26205183	< 5:1
中江县	综合管理	26205184	< 5:1
中江县	综合管理	26205185	< 5:1
中江县	综合管理	26205186	< 5:1
中江县	综合管理	26205187	< 5:1
中江县	综合管理	26205188	< 5:1
中江县	综合管理	26205189	< 5:1
中江县	综合管理	26205190	< 5:1
中江县	财务管理	26205191	< 5:1
中江县	财务管理	26205192	< 5:1
中江县	财务管理	26205193	< 5:1
绵阳市安州区	综合管理服务	26206001	≥ 5:1 且 < 30:1
绵阳市安州区	组织干部管理	26206002	≥ 30:1 且 < 50:1
绵阳市安州区	纪检监察	26206003	≥ 5:1 且 < 30:1
绵阳市安州区	行政管理服务	26206004	≥ 50:1 且 < 100:1
绵阳市安州区	行政服务	26206007	≥ 5:1 且 < 30:1
绵阳市安州区	行政服务	26206008	≥ 5:1 且 < 30:1
绵阳市安州区	行政服务	26206009	< 5:1
绵阳市安州区	行政服务	26206010	≥ 5:1 且 < 30:1
绵阳市安州区	行政服务	26206011	≥ 5:1 且 < 30:1
绵阳市安州区	行政服务	26206012	< 5:1
绵阳市安州区	行政服务	26206013	< 5:1
绵阳市安州区	行政服务	26206014	≥ 5:1 且 < 30:1
绵阳市安州区	行政服务	26206015	≥ 5:1 且 < 30:1
江油市	业务岗位	26206016	< 5:1
江油市	业务岗位	26206017	< 5:1
江油市	业务岗位	26206018	< 5:1
江油市	业务岗位	26206019	< 5:1
江油市	业务岗位	26206020	< 5:1
江油市	业务岗位	26206021	< 5:1
三台县	综合管理	26206022	< 5:1
三台县	综合管理	26206023	< 5:1
三台县	财会管理	26206024	≥ 5:1 且 < 30:1
三台县	综合管理	26206030	< 5:1
三台县	综合管理	26206031	< 5:1
三台县	综合管理	26206032	< 5:1
三台县	综合管理	26206033	< 5:1
三台县	综合管理	26206034	≥ 5:1 且 < 30:1
三台县	综合管理	26206035	< 5:1
三台县	综合管理	26206036	< 5:1
三台县	综合管理	26206037	< 5:1
三台县	综合管理	26206038	< 5:1
三台县	综合管理	26206039	< 5:1
三台县	综合管理	26206040	< 5:1
梓潼县	综合管理	26206042	< 5:1
梓潼县	综合管理	26206043	< 5:1
梓潼县	综合管理	26206044	< 5:1
梓潼县	综合管理	26206045	< 5:1
梓潼县	综合管理	26206046	< 5:1
梓潼县	综合管理	26206048	< 5:1
梓潼县	综合管理	26206049	< 5:1
梓潼县	综合管理	26206050	< 5:1
梓潼县	综合管理	26206052	< 5:1
梓潼县	综合管理	26206053	< 5:1
梓潼县	综合管理	26206054	< 5:1
盐亭县	行政服务	26206055	< 5:1
盐亭县	纪检监察	26206056	< 5:1
盐亭县	编制管理	26206057	< 5:1
盐亭县	行政服务	26206058	< 5:1
盐亭县	财政业务	26206059	< 5:1
盐亭县	行政服务	26206060	< 5:1
盐亭县	行政服务	26206061	< 5:1
盐亭县	行政服务	26206062	< 5:1
盐亭县	行政服务	26206063	< 5:1
盐亭县	行政服务	26206064	< 5:1
盐亭县	行政服务	26206065	≥ 5:1 且 < 30:1
盐亭县	行政服务	26206066	< 5:1
盐亭县	行政服务	26206068	< 5:1
盐亭县	行政服务	26206070	< 5:1
盐亭县	行政服务	26206071	< 5:1
盐亭县	行政服务	26206072	< 5:1
盐亭县	行政服务	26206073	< 5:1
盐亭县	城市治理	26206074	< 5:1
盐亭县	纪检监察	26206075	< 5:1
盐亭县	行政服务	26206076	< 5:1
盐亭县	行政服务	26206077	< 5:1
盐亭县	行政服务	26206078	< 5:1
盐亭县	行政服务	26206079	< 5:1
盐亭县	行政服务	26206084	< 5:1
盐亭县	道路工程管理	26206087	< 5:1
盐亭县	行政服务	26206089	< 5:1
盐亭县	行政服务	26206090	< 5:1
盐亭县	行政服务	26206094	< 5:1
北川羌族自治县	业务岗位	26206104	< 5:1
北川羌族自治县	业务岗位	26206105	< 5:1
北川羌族自治县	业务岗位	26206106	< 5:1
北川羌族自治县	业务岗位	26206107	≥ 5:1 且 < 30:1
平武县	业务岗位	26206108	< 5:1
平武县	业务岗位	26206109	< 5:1
平武县	业务岗位	26206113	< 5:1
广元市生态环境局	综合事务	26207011	< 5:1
苍溪县	综合事务	26207025	< 5:1
苍溪县	综合事务	26207026	< 5:1
苍溪县	综合事务	26207027	< 5:1
苍溪县	综合事务	26207032	< 5:1
苍溪县	综合事务	26207036	< 5:1
苍溪县	综合事务	26207038	≥ 5:1 且 < 30:1
苍溪县	综合事务	26207039	< 5:1
苍溪县	综合事务	26207040	< 5:1
苍溪县	综合事务	26207043	< 5:1
苍溪县	综合事务	26207044	≥ 5:1 且 < 30:1
苍溪县	综合事务	26207047	< 5:1
苍溪县	综合事务	26207052	≥ 5:1 且 < 30:1
苍溪县	综合事务	26207053	< 5:1
苍溪县	综合事务	26207054	< 5:1
苍溪县	综合事务	26207055	< 5:1
苍溪县	综合事务	26207057	< 5:1
苍溪县	综合事务	26207063	< 5:1
苍溪县	综合事务	26207064	< 5:1
苍溪县	综合事务	26207065	≥ 5:1 且 < 30:1
苍溪县	综合事务	26207066	≥ 5:1 且 < 30:1
苍溪县	综合事务	26207067	≥ 5:1 且 < 30:1
苍溪县	综合事务	26207068	≥ 5:1 且 < 30:1
旺苍县	综合事务	26207069	< 5:1
旺苍县	综合事务	26207070	≥ 5:1 且 < 30:1
旺苍县	综合事务	26207076	< 5:1
旺苍县	综合事务	26207077	< 5:1
旺苍县	综合事务	26207078	< 5:1
剑阁县	综合事务	26207079	≥ 5:1 且 < 30:1
剑阁县	综合事务	26207084	< 5:1
剑阁县	综合事务	26207085	< 5:1
剑阁县	综合事务	26207095	< 5:1
剑阁县	综合事务	26207096	< 5:1
剑阁县	综合事务	26207097	< 5:1
剑阁县	综合事务	26207100	< 5:1
剑阁县	综合事务	26207101	< 5:1
剑阁县	综合事务	26207102	< 5:1
剑阁县	综合事务	26207103	< 5:1
剑阁县	综合事务	26207104	< 5:1
剑阁县	综合事务	26207105	< 5:1
剑阁县	综合事务	26207106	< 5:1
剑阁县	综合事务	26207107	< 5:1
青川县	综合事务	26207108	< 5:1
青川县	综合事务	26207109	< 5:1
青川县	综合事务	26207110	< 5:1
青川县	综合事务	26207111	< 5:1
青川县	综合事务	26207115	< 5:1
青川县	综合事务	26207116	< 5:1
青川县	综合事务	26207123	< 5:1
青川县	综合事务	26207128	< 5:1
青川县	综合事务	26207129	< 5:1
青川县	综合事务	26207134	< 5:1
青川县	综合事务	26207136	< 5:1
青川县	综合事务	26207137	< 5:1
青川县	综合事务	26207138	< 5:1
青川县	综合事务	26207139	< 5:1
利州区	综合事务	26207140	< 5:1
利州区	综合事务	26207141	≥ 5:1 且 < 30:1
利州区	综合事务	26207144	≥ 5:1 且 < 30:1
利州区	综合事务	26207156	≥ 5:1 且 < 30:1
利州区	综合事务	26207157	≥ 5:1 且 < 30:1
利州区	综合事务	26207158	≥ 5:1 且 < 30:1
昭化区	综合事务	26207159	< 5:1
昭化区	综合事务	26207160	< 5:1
昭化区	综合事务	26207161	< 5:1
昭化区	综合事务	26207162	< 5:1
昭化区	综合事务	26207164	< 5:1
昭化区	综合事务	26207171	< 5:1
